Merchant_ID,Merchant_Name,Category,City,State
M201252,Bhatti and Sons,Food Delivery,Mau,Manipur
M201253,Sandal-Tripathi,Clothing,Ambarnath,Maharashtra
M201254,Saran and Sons,Education,Kishanganj,Telangana
M201255,"Sehgal, Tailor and Ahluwalia",Electronics,Burhanpur,Haryana
M201256,Gokhale Inc,Education,Bangalore,Arunachal Pradesh
M201257,Srinivasan Inc,Food Delivery,Serampore,Himachal Pradesh
M201258,Kaur LLC,Recharge,Gurgaon,Meghalaya
M201259,Chakrabarti-Tak,Education,Mysore,Nagaland
M201260,Baria-Chada,Recharge,Chandigarh,Kerala
M201261,Apte and Sons,Recharge,Berhampur,Kerala
M201262,"Dhillon, Sane and Ramaswamy",Recharge,Bidar,Odisha
M201263,Sood LLC,Electronics,Junagadh,Jharkhand
M201264,"Devi, Garde and Sathe",Education,Bally,Tripura
M201265,Grewal-Tripathi,Grocery,Bihar Sharif,Arunachal Pradesh
M201266,Wali-Keer,Grocery,Udaipur,Uttar Pradesh
M201267,Chahal and Sons,Education,Firozabad,Jharkhand
M201268,"Ratta, Sharaf and Korpal",Clothing,Noida,Rajasthan
M201269,Vasa-Bava,Travel,Berhampore,Manipur
M201270,Vohra Ltd,Food Delivery,Firozabad,Uttar Pradesh
M201271,"Subramanian, Solanki and Ghosh",Travel,Shahjahanpur,Jharkhand
M201272,Swamy-Korpal,Food Delivery,Junagadh,West Bengal
M201273,Tella Inc,Electronics,Farrukhabad,Telangana
M201274,"Kapur, Buch and Setty",Electronics,Vijayawada,Meghalaya
M201275,"Saraf, Chatterjee and Gala",Recharge,Gudivada,Tripura
M201276,Swamy Inc,Electronics,Rampur,Jharkhand
M201277,"Krish, Golla and Bhat",Clothing,Shahjahanpur,Assam
M201278,"Iyer, Dara and Hans",Recharge,Tinsukia,Nagaland
M201279,"Kaur, Vasa and Ahluwalia",Food Delivery,Silchar,Maharashtra
M201280,"Chauhan, Sridhar and Wali",Grocery,Mango,Bihar
M201281,"Devi, Guha and Raju",Education,Srikakulam,Mizoram
M201282,"Setty, Dhaliwal and Sodhi",Clothing,Alappuzha,Uttarakhand
M201283,Mander-Walla,Grocery,Anantapur,Odisha
M201284,"Rajagopal, Devan and Manne",Grocery,Navi Mumbai,Bihar
M201285,Barman-Kara,Recharge,Tiruvottiyur,Haryana
M201286,Sodhi-Baral,Grocery,Phagwara,Jharkhand
M201287,Din and Sons,Food Delivery,Kota,Jharkhand
M201288,Tank LLC,Grocery,Sirsa,Manipur
M201289,Sachdev and Sons,Grocery,Arrah,Assam
M201290,Dua and Sons,,Tadipatri,Rajasthan
M201291,Hayre-Balay,Food Delivery,Thoothukudi,Assam
M201292,Ghose Group,Electronics,Bhagalpur,Mizoram
M201293,"Bhagat, Kala and Shan",Education,Nadiad,Rajasthan
M201294,"Tripathi, Atwal and Jha",Travel,Belgaum,Jharkhand
M201295,Ratta Inc,Food Delivery,Amroha,Rajasthan
M201296,"Atwal, Vig and Soni",Food Delivery,Jabalpur,Madhya Pradesh
M201297,"Krishna, Gandhi and Bhat",Travel,Kirari Suleman Nagar,Kerala
M201298,"Sahni, Kothari and Sahota",Electronics,Naihati,Andhra Pradesh
M201299,Varghese-Sampath,Travel,Mumbai,Uttar Pradesh
M201300,Char-Gandhi,Recharge,Tinsukia,Gujarat
M201301,Chadha Group,Food Delivery,Sasaram,Assam
M201302,Basu Ltd,Electronics,Hyderabad,Tamil Nadu
M201303,"Sami, Sawhney and Issac",Grocery,Bhatpara,Tripura
M201304,Swamy-Saini,Travel,Shahjahanpur,Mizoram
M201305,"Tiwari, Bahri and Kant",Electronics,Farrukhabad,Rajasthan
M201306,Lanka-Gour,Electronics,Durg,Maharashtra
M201307,Balakrishnan LLC,Recharge,Burhanpur,Uttarakhand
M201308,Venkatesh and Sons,Education,Silchar,Bihar
M201309,"Deol, Deo and Chakrabarti",Education,Ratlam,Mizoram
M201310,"Sundaram, Mangat and Kari",Electronics,Serampore,Chhattisgarh
M201311,"Dutta, Madan and Sanghvi",Electronics,Kulti,Haryana
M201312,Ganguly and Sons,Recharge,Ahmedabad,Maharashtra
M201313,Bobal Ltd,Recharge,Hosur,Madhya Pradesh
M201314,Dixit Group,Grocery,Mehsana,Maharashtra
M201315,Walla-Mammen,Education,Phagwara,Telangana
M201316,"Sood, Dara and Aurora",Clothing,Hospet,Rajasthan
M201317,Datta Group,Education,Bharatpur,Tamil Nadu
M201318,"Virk, Thakkar and Kunda",Education,Varanasi,Jharkhand
M201319,Goel-Ganesan,Electronics,Karaikudi,Madhya Pradesh
M201320,Toor-Divan,Recharge,Jammu,Goa
M201321,"Sinha, Bhasin and Golla",Grocery,Imphal,Goa
M201322,"Jani, Srinivasan and Chaudhry",Electronics,Kharagpur,Nagaland
M201323,"Varma, Gola and Saraf",Clothing,Hyderabad,Maharashtra
M201324,Chandran Inc,Clothing,Jhansi,Sikkim
M201325,"Saran, Datta and Sastry",Electronics,Cuttack,Tripura
M201326,Shenoy Inc,Recharge,Naihati,Maharashtra
M201327,"Vora, Shenoy and Lal",Grocery,Sangli-Miraj & Kupwad,Karnataka
M201328,"Dada, Dash and Trivedi",Recharge,Amaravati,Kerala
M201329,Behl-Doctor,Travel,Jhansi,Meghalaya
M201330,"Amble, Banik and Shankar",Electronics,Vasai-Virar,Rajasthan
M201331,"Choudhry, Aurora and Garde",Clothing,Bhubaneswar,West Bengal
M201332,Ratti Ltd,Recharge,Madurai,Sikkim
M201333,"Dhillon, Hans and Setty",Travel,Yamunanagar,Kerala
M201334,Chadha-Kar,Education,Bhiwani,Meghalaya
M201335,"Dube, Wable and Yadav",Recharge,Nashik,Manipur
M201336,Mani and Sons,Recharge,Ludhiana,Chhattisgarh
M201337,Bhatia Ltd,Education,Bangalore,Manipur
M201338,Arya Inc,Recharge,Anand,Odisha
M201339,Mahajan-Chandra,Recharge,Alwar,Assam
M201340,Kurian-Badal,Travel,Guwahati,Odisha
M201341,"Agrawal, Babu and Trivedi",,Pimpri-Chinchwad,Andhra Pradesh
M201342,Bali Ltd,Clothing,Madhyamgram,Chhattisgarh
M201343,Hari-Mall,Clothing,Patna,Uttarakhand
M201344,Halder-Bir,Electronics,Ongole,Punjab
M201345,Babu-Sehgal,Electronics,Jaipur,Punjab
M201346,"Cheema, Ramanathan and Goswami",Recharge,Bongaigaon,Arunachal Pradesh
M201347,Taneja-Ravi,Clothing,Nanded,Uttar Pradesh
M201348,Ganesh-Ramesh,Education,Vijayanagaram,Jharkhand
M201349,Soni Ltd,Food Delivery,Cuttack,Tripura
M201350,Sehgal-Wali,Food Delivery,Mira-Bhayandar,Arunachal Pradesh
M201351,Barad Ltd,Travel,Kolkata,Tamil Nadu
M201352,Deep and Sons,Education,Kishanganj,West Bengal
M201353,Sagar Inc,Travel,Kottayam,Kerala
M201354,"Sarraf, Ganesh and Kalla",,Nagpur,Manipur
M201355,Suri Group,Grocery,Parbhani,Arunachal Pradesh
M201356,Bhatti-Joshi,Clothing,Shahjahanpur,Gujarat
M201357,Saran-Balan,,Korba,Tamil Nadu
M201358,"Kala, Bhagat and Kala",Travel,Ramagundam,Chhattisgarh
M201359,Saini Inc,Food Delivery,Bhilwara,Kerala
M201360,Mannan and Sons,Food Delivery,Dehri,Tripura
M201361,Salvi-Kulkarni,Education,Kulti,Punjab
M201362,"Baria, Mangal and Khalsa",Education,North Dumdum,Uttar Pradesh
M201363,"Krishnan, Bakshi and Sagar",Travel,Nadiad,Rajasthan
M201364,Goel Ltd,Food Delivery,Kolhapur,Himachal Pradesh
M201365,Thakur Ltd,Electronics,Delhi,Goa
M201366,Kade LLC,Recharge,Nellore,Tamil Nadu
M201367,"Dasgupta, Setty and Rajan",Electronics,Saharsa,Kerala
M201368,Devan-Savant,Electronics,Silchar,Odisha
M201369,Ravi-Bhattacharyya,Travel,Jalgaon,Odisha
M201370,Randhawa-Ramakrishnan,Food Delivery,Bardhaman,Arunachal Pradesh
M201371,"Rajan, Gade and Bhatt",Education,Bally,Nagaland
M201372,Mahajan Ltd,Recharge,Siliguri,Tamil Nadu
M201373,Das Group,Clothing,Rampur,Assam
M201374,Bera-Dass,Food Delivery,Sangli-Miraj & Kupwad,Gujarat
M201375,"Jain, Kaur and Sahni",Electronics,Panipat,Andhra Pradesh
M201376,"Sanghvi, Gade and Tailor",Food Delivery,Belgaum,Himachal Pradesh
M201377,Kulkarni-Bawa,Food Delivery,Pudukkottai,Arunachal Pradesh
M201378,Mall-Rana,Education,Tiruppur,Telangana
M201379,Kalita and Sons,Grocery,Bathinda,Andhra Pradesh
M201380,Bhagat-Kaur,Clothing,Bhusawal,Uttar Pradesh
M201381,Sengupta Ltd,Grocery,Bhind,Rajasthan
M201382,"Chada, Sunder and Khosla",Education,North Dumdum,Uttar Pradesh
M201383,Dar-Bhattacharyya,Travel,Sirsa,Manipur
M201384,Lanka Inc,Food Delivery,Amravati,Manipur
M201385,"Iyer, Shere and Kanda",Clothing,Giridih,Tamil Nadu
M201386,Dhawan Ltd,Electronics,Sonipat,Madhya Pradesh
M201387,Sharma PLC,Grocery,Agra,Uttarakhand
M201388,"Arora, Goyal and Uppal",Recharge,Tiruppur,Gujarat
M201389,"Bora, Bail and Swamy",Grocery,Gaya,Madhya Pradesh
M201390,Lata-Bawa,Travel,Chapra,Kerala
M201391,"Bhagat, Bhatia and Wable",Electronics,Sonipat,Manipur
M201392,Chaudhary-Chopra,Travel,Madurai,Haryana
M201393,"Apte, Chandran and Gokhale",Recharge,Jehanabad,Tamil Nadu
M201394,Sarma-Ramachandran,Electronics,Anantapur,Bihar
M201395,Seth Ltd,Food Delivery,Hyderabad,Madhya Pradesh
M201396,Gill LLC,Recharge,Udaipur,Telangana
M201397,"Vyas, Khurana and Chand",Grocery,Kakinada,Nagaland
M201398,Thaker-Sarraf,Education,Noida,Sikkim
M201399,"Viswanathan, Bhatt and Walia",Grocery,Yamunanagar,Haryana
M201400,Dhar-Bal,Travel,Thane,Sikkim
M201401,"Borra, Khanna and Kadakia",Recharge,Sri Ganganagar,Punjab
M201402,"Thakkar, Chana and Magar",Education,Berhampur,Tripura
M201403,"Kothari, Keer and Gulati",Electronics,Dibrugarh,Madhya Pradesh
M201404,Rajagopal Ltd,Clothing,Patna,Haryana
M201405,Sibal-Choudhury,Grocery,Ichalkaranji,Assam
M201406,"Kumar, Chada and Banik",Grocery,Tumkur,Kerala
M201407,"Iyengar, Tella and Vora",Travel,Kollam,Assam
M201408,Sarma LLC,Grocery,Bikaner,Himachal Pradesh
M201409,Gole Group,Electronics,Jehanabad,Andhra Pradesh
M201410,Wagle Inc,Electronics,Dibrugarh,Kerala
M201411,Tara and Sons,Grocery,Bhagalpur,Kerala
M201412,Shanker-Gokhale,Grocery,Karaikudi,Himachal Pradesh
M201413,Dua Inc,Grocery,Bhiwandi,Punjab
M201414,Bail Group,Recharge,Rourkela,Punjab
M201415,Sankaran Ltd,Electronics,Serampore,Goa
M201416,Desai Ltd,Education,Chittoor,Tamil Nadu
M201417,Bhargava Ltd,Food Delivery,Bally,Nagaland
M201418,Banik LLC,Recharge,Etawah,Meghalaya
M201419,Singhal LLC,Grocery,Meerut,Karnataka
M201420,"Doctor, Saran and Keer",Grocery,Ambattur,Telangana
M201421,"Kade, Sachdev and Kamdar",Clothing,Jaipur,Punjab
M201422,Savant-Karnik,Grocery,Sambhal,Uttarakhand
M201423,Dasgupta LLC,Food Delivery,Nagercoil,Gujarat
M201424,"Solanki, Sha and Mammen",Recharge,Burhanpur,Haryana
M201425,"Dutt, Wason and Bhatti",Travel,Mangalore,Meghalaya
M201426,Sibal LLC,Clothing,Kumbakonam,Chhattisgarh
M201427,Brahmbhatt PLC,Clothing,Siwan,Andhra Pradesh
M201428,Babu-Dixit,Electronics,Satara,Andhra Pradesh
M201429,"Kala, Golla and Agate",Food Delivery,Delhi,Kerala
M201430,Sethi Ltd,Electronics,Kochi,Gujarat
M201431,Wali Inc,Travel,Sikar,Punjab
M201432,"Wali, Kapadia and Varghese",Education,Thane,Maharashtra
M201433,Dixit-Sahota,Recharge,Hosur,West Bengal
M201434,"Uppal, Chatterjee and Balay",Travel,Gwalior,Gujarat
M201435,Agarwal Ltd,Clothing,Vasai-Virar,Punjab
M201436,Bali-Arya,Recharge,Kakinada,Haryana
M201437,Garg-Choudhry,Education,Rajpur Sonarpur,Tripura
M201438,"Thaker, Hans and Seshadri",Clothing,Ongole,West Bengal
M201439,Tara LLC,Education,Bardhaman,Tamil Nadu
M201440,Vaidya Inc,Food Delivery,Karaikudi,West Bengal
M201441,"Bal, Ramanathan and Dugar",Food Delivery,Bahraich,Mizoram
M201442,Edwin-Singh,Travel,Machilipatnam,Nagaland
M201443,"Das, Taneja and Dhar",Travel,Berhampore,Arunachal Pradesh
M201444,Mannan PLC,Clothing,Chennai,Madhya Pradesh
M201445,Sundaram-Goda,Clothing,Chandrapur,Goa
M201446,"Kala, Date and Sha",Electronics,Dhanbad,Haryana
M201447,"Bhatnagar, Dugal and Sunder",Food Delivery,Jalandhar,Karnataka
M201448,Gulati-Cheema,Travel,Panvel,Sikkim
M201449,Varghese PLC,Recharge,Madanapalle,West Bengal
M201450,Raman-Golla,Grocery,Rajahmundry,Uttarakhand
M201451,"Gole, Biswas and Borah",Clothing,Vadodara,Haryana
M201452,"Mane, Lata and Sama",Food Delivery,Gulbarga,Sikkim
M201453,"Sanghvi, Shan and Kari",Grocery,Chinsurah,Tripura
M201454,Loyal-Dass,Travel,Burhanpur,Punjab
M201455,Bhattacharyya LLC,Clothing,Silchar,Kerala
M201456,D’Alia Inc,Recharge,Gurgaon,Mizoram
M201457,"Dhar, Garg and Bir",Recharge,Dhule,Meghalaya
M201458,Chada-Bhatt,Clothing,Nagercoil,Tripura
M201459,Zachariah-Yohannan,Grocery,Satara,Uttarakhand
M201460,Rastogi Inc,Education,Agartala,Goa
M201461,"Dugal, Handa and Uppal",Travel,Haldia,Rajasthan
M201462,Anand-Bhakta,Recharge,Rohtak,Karnataka
M201463,Sarkar Group,Food Delivery,Malda,Arunachal Pradesh
M201464,Khare and Sons,Electronics,Dewas,Arunachal Pradesh
M201465,Sethi-Raj,Clothing,Amaravati,Tripura
M201466,"Chander, Master and Gulati",Recharge,Ranchi,Maharashtra
M201467,Buch-Ranganathan,Electronics,Karnal,Uttarakhand
M201468,Sibal-Chand,Recharge,Rohtak,Tamil Nadu
M201469,Walla and Sons,Education,Jammu,Tamil Nadu
M201470,Koshy Group,Travel,Kadapa,Madhya Pradesh
M201471,Khalsa-Chacko,Electronics,Saharsa,Chhattisgarh
M201472,Gera LLC,Education,Buxar,Odisha
M201473,"Kibe, Bora and Halder",Food Delivery,Belgaum,Punjab
M201474,Korpal Group,Education,Amaravati,Himachal Pradesh
M201475,"Edwin, Kale and Sharaf",Food Delivery,Alappuzha,Kerala
M201476,Edwin LLC,Grocery,Farrukhabad,Gujarat
M201477,Dua-Goyal,Food Delivery,Jorhat,Chhattisgarh
M201478,Verma-Kapur,Grocery,Mango,Tripura
M201479,Ahuja-Kala,Recharge,Bongaigaon,Mizoram
M201480,Dugal-Bhat,Electronics,Mathura,Maharashtra
M201481,"Chahal, Rao and Kapur",Food Delivery,Medininagar,Tamil Nadu
M201482,"Dhillon, Chana and Deo",Education,Patiala,Himachal Pradesh
M201483,Dar Ltd,Electronics,Rajkot,Jharkhand
M201484,Agarwal-Bajaj,Recharge,Hapur,Karnataka
M201485,Devi-Grover,Recharge,Faridabad,Odisha
M201486,Garg Group,Travel,Durgapur,Chhattisgarh
M201487,Ratta-Deo,Food Delivery,Machilipatnam,Karnataka
M201488,Majumdar-Karan,Education,Bally,Mizoram
M201489,"Sule, Babu and Doctor",Clothing,Bhatpara,Goa
M201490,Rama LLC,Food Delivery,Tiruvottiyur,Goa
M201491,"Sekhon, Magar and Garg",Travel,Amritsar,Gujarat
M201492,Chhabra-Banerjee,Recharge,Howrah,Meghalaya
M201493,"Buch, Butala and Khosla",Clothing,Buxar,Gujarat
M201494,Jhaveri-Ray,Travel,Rourkela,Chhattisgarh
M201495,Deol-Khosla,Travel,Anantapuram,Rajasthan
M201496,Chada-Krishnan,Education,Kharagpur,Meghalaya
M201497,"Doshi, Bhalla and Gala",Clothing,Thane,Mizoram
M201498,Kaur-Gala,Food Delivery,Surat,Uttar Pradesh
M201499,Yogi-Ramakrishnan,Electronics,Phusro,Himachal Pradesh
M201500,Bhalla PLC,Recharge,Amroha,West Bengal
M201501,Goyal Group,Electronics,Solapur,Kerala
M201502,"Apte, Ramachandran and Gade",Food Delivery,Guntakal,Assam
M201503,Sem and Sons,Travel,Sambhal,Uttarakhand
M201504,Varma-Lal,Grocery,Arrah,Assam
M201505,Raja-Kapoor,Grocery,Bangalore,Mizoram
M201506,"Subramanian, Choudhry and Kala",Education,Purnia,Assam
M201507,"Khosla, Swamy and Seth",Grocery,Dhanbad,Haryana
M201508,Yohannan-Kota,Electronics,Rampur,Karnataka
M201509,Datta-Sekhon,Electronics,Tiruppur,Himachal Pradesh
M201510,"Sandhu, Kalla and Ghosh",Electronics,New Delhi,Assam
M201511,"Raval, Chander and Ramanathan",Electronics,Guntakal,Assam
M201512,"Warrior, Savant and Krishnamurthy",Food Delivery,Darbhanga,West Bengal
M201513,"Mahal, Anand and Krishna",Grocery,Giridih,Meghalaya
M201514,"Lad, Dewan and Borde",Clothing,Chandigarh,Sikkim
M201515,Cherian-Arora,Recharge,Madurai,Telangana
M201516,Sant Inc,Electronics,Ichalkaranji,Odisha
M201517,"Srivastava, Brahmbhatt and Gaba",Grocery,Thanjavur,Himachal Pradesh
M201518,"Mangat, Sani and Thaker",,Dehri,Sikkim
M201519,"Randhawa, Johal and Kothari",Travel,Ambala,Rajasthan
M201520,Kothari and Sons,Electronics,Barasat,Arunachal Pradesh
M201521,"Chadha, Randhawa and Bhardwaj",Electronics,Ichalkaranji,Sikkim
M201522,Balan Ltd,Recharge,Singrauli,Punjab
M201523,Khanna Inc,Education,Imphal,Meghalaya
M201524,Tak-Subramanian,Grocery,Bidhannagar,Sikkim
M201525,"Sampath, Acharya and Dass",Travel,Rajpur Sonarpur,Manipur
M201526,Dora-Agarwal,Grocery,Morbi,Goa
M201527,Gopal-Sankaran,Clothing,Haldia,Tamil Nadu
M201528,Rama-Mannan,Grocery,Mirzapur,Manipur
M201529,Sampath Ltd,Clothing,Hazaribagh,Andhra Pradesh
M201530,"Babu, Khare and Sethi",Education,Kozhikode,Manipur
M201531,Kohli Inc,Travel,Hajipur,Tamil Nadu
M201532,Loke-Warrior,Travel,Malegaon,Haryana
M201533,Bhalla-Dayal,Food Delivery,Tadipatri,Manipur
M201534,Datta Inc,Education,Coimbatore,Tamil Nadu
M201535,"Sarkar, Sarin and Handa",Food Delivery,Deoghar,Tripura
M201536,Shan Group,Recharge,Vijayanagaram,Karnataka
M201537,Dass and Sons,Grocery,Morbi,Maharashtra
M201538,"Tank, Virk and Gokhale",Recharge,Vadodara,Uttar Pradesh
M201539,"Dora, Sarkar and Shan",Electronics,Raurkela Industrial Township,Bihar
M201540,"Sachdeva, Kari and Borah",Food Delivery,Dharmavaram,West Bengal
M201541,Dalal-Keer,Electronics,Munger,West Bengal
M201542,"Bumb, Tata and Gill",Grocery,Tiruvottiyur,Kerala
M201543,Deep Ltd,Electronics,Buxar,Sikkim
M201544,Tiwari-Chaudry,Electronics,Bhind,Arunachal Pradesh
M201545,"Agarwal, Hayre and Ramesh",Electronics,Ambattur,Sikkim
M201546,Chokshi-Sampath,Food Delivery,Junagadh,Assam
M201547,"Yogi, Sura and Date",Food Delivery,Chittoor,Gujarat
M201548,Shroff-Upadhyay,Travel,Kakinada,Goa
M201549,Sangha LLC,Recharge,Baranagar,Karnataka
M201550,"Baral, Shere and Sankaran",Education,Thanjavur,Chhattisgarh
M201551,"Ramakrishnan, Gera and Lanka",Electronics,Thrissur,Punjab
M201552,Sur Ltd,Food Delivery,Belgaum,Punjab
M201553,Rau Group,Recharge,Hajipur,Manipur
M201554,Vyas Ltd,Clothing,Aurangabad,Punjab
M201555,Yogi-Deep,Electronics,Solapur,Jharkhand
M201556,Bhatnagar-Goda,Education,Jammu,Madhya Pradesh
M201557,Bali-Rege,Education,Siliguri,Nagaland
M201558,Johal PLC,Food Delivery,Raichur,Bihar
M201559,Varty-Upadhyay,Education,Naihati,Madhya Pradesh
M201560,Khosla-Bawa,Grocery,Junagadh,Rajasthan
M201561,Edwin-Cherian,Grocery,Giridih,Telangana
M201562,"Agate, Vaidya and Deshpande",Grocery,Khandwa,Chhattisgarh
M201563,"Tella, Bajaj and Buch",Grocery,Ujjain,Bihar
M201564,"Biswas, Chowdhury and Varghese",Electronics,Howrah,West Bengal
M201565,Kunda Inc,Grocery,Jalgaon,Goa
M201566,Thakkar-Buch,Clothing,Fatehpur,Assam
M201567,"Bhardwaj, Ratta and Mani",Grocery,Vijayawada,Kerala
M201568,"Dhar, Kapur and Toor",Clothing,Chandrapur,Bihar
M201569,Contractor-Konda,Education,Allahabad,West Bengal
M201570,Chakrabarti-Bhagat,Clothing,Visakhapatnam,Bihar
M201571,Koshy-Suri,Clothing,Varanasi,Jharkhand
M201572,Agarwal and Sons,Food Delivery,Mango,Meghalaya
M201573,Johal-Cherian,Grocery,Davanagere,West Bengal
M201574,Randhawa and Sons,Clothing,Thanjavur,Tripura
M201575,"Thaman, Kapur and Rau",Recharge,Berhampur,West Bengal
M201576,Magar and Sons,Clothing,Narasaraopet,Jharkhand
M201577,Ramachandran LLC,Grocery,Sambalpur,Tamil Nadu
M201578,Arora-Ganguly,Electronics,Hosur,Tripura
M201579,"Choudhury, Mangal and Tripathi",Grocery,Bulandshahr,Mizoram
M201580,Warrior-Bhandari,Education,Malda,Chhattisgarh
M201581,"Chauhan, Seshadri and Biswas",Travel,Unnao,Maharashtra
M201582,Biswas Group,Education,Darbhanga,Mizoram
M201583,Kala-Venkataraman,Education,Navi Mumbai,Himachal Pradesh
M201584,Ratti-Hans,Clothing,Visakhapatnam,Meghalaya
M201585,Bajwa Ltd,Grocery,Ramagundam,Maharashtra
M201586,Basu-Dash,Food Delivery,Bellary,Odisha
M201587,"Baria, Dube and Gandhi",Clothing,Kanpur,Mizoram
M201588,Kashyap-Kashyap,Electronics,Saharanpur,Telangana
M201589,Bawa-Sandhu,Food Delivery,Tirunelveli,Karnataka
M201590,Dash and Sons,Travel,Nadiad,Karnataka
M201591,Sheth PLC,Electronics,Bhilai,West Bengal
M201592,"Kapadia, Sampath and Dutta",Travel,Bidar,Karnataka
M201593,Sarraf Inc,Grocery,Jaipur,Chhattisgarh
M201594,"Jhaveri, Biswas and Gaba",Travel,Kolhapur,Tamil Nadu
M201595,Mall-Sachdev,Clothing,Hindupur,Chhattisgarh
M201596,Bose Ltd,Clothing,Gopalpur,Tripura
M201597,Kale Inc,Education,Burhanpur,Andhra Pradesh
M201598,Kata-Brar,Food Delivery,Agra,Rajasthan
M201599,Virk LLC,Clothing,Kalyan-Dombivli,Punjab
M201600,"Bhat, Tank and Basu",Electronics,Davanagere,Madhya Pradesh
M201601,Sawhney Ltd,Grocery,Morbi,Mizoram
M201602,Shan-Bhatti,Clothing,Ambala,Sikkim
M201603,Dhingra-Sandal,Electronics,Tiruppur,Bihar
M201604,Khosla-Rege,Food Delivery,Mirzapur,Haryana
M201605,"Rege, Yogi and Jayaraman",Grocery,Guntakal,Rajasthan
M201606,Apte and Sons,Travel,Visakhapatnam,Andhra Pradesh
M201607,Bhakta-Gandhi,Electronics,Sambalpur,Tripura
M201608,"Borra, Amble and Tiwari",Food Delivery,South Dumdum,Haryana
M201609,"Rajan, Aggarwal and Sandhu",Electronics,Nagpur,Rajasthan
M201610,Mander-Cheema,,Mangalore,Uttarakhand
M201611,"Dutta, Dugar and Bawa",Recharge,Gandhidham,Nagaland
M201612,Raja-Ahluwalia,Recharge,Dewas,Odisha
M201613,Raval LLC,Grocery,Rampur,Haryana
M201614,Krishnamurthy-Dewan,Food Delivery,Jaipur,Assam
M201615,Reddy-Ramaswamy,Education,Naihati,Uttarakhand
M201616,Dixit Inc,Recharge,Kota,Jharkhand
M201617,Bhattacharyya Group,Recharge,Eluru,Madhya Pradesh
M201618,"Kapur, Manne and Ramanathan",Food Delivery,Aizawl,Telangana
M201619,"Gour, D’Alia and Khatri",Clothing,Panihati,Nagaland
M201620,"Ganesan, Virk and Arya",Electronics,Morbi,Haryana
M201621,Agate Inc,Grocery,Udupi,Bihar
M201622,Sharma-Shere,Clothing,Sangli-Miraj & Kupwad,Goa
M201623,Bajaj Inc,Education,Vijayanagaram,Tripura
M201624,"Chaudhari, Sarma and Raja",Education,Bihar Sharif,Rajasthan
M201625,Wali-Andra,Grocery,Dewas,Telangana
M201626,Kota Group,Food Delivery,Belgaum,Mizoram
M201627,Dugar Group,Food Delivery,Suryapet,Goa
M201628,Sunder and Sons,Electronics,Nagercoil,Arunachal Pradesh
M201629,"Jaggi, Wali and Bhat",Electronics,Mysore,Jharkhand
M201630,Rattan-Ranganathan,Recharge,Varanasi,Meghalaya
M201631,Bhakta Ltd,Clothing,Alappuzha,Andhra Pradesh
M201632,Rama-Wable,Grocery,Ongole,Sikkim
M201633,"Kuruvilla, Kala and Sinha",Travel,Farrukhabad,Odisha
M201634,"Koshy, Malhotra and Master",Education,Machilipatnam,Assam
M201635,Anand-Sibal,Education,Orai,Meghalaya
M201636,"Amble, Sidhu and Shanker",Education,Dehradun,Kerala
M201637,Sabharwal-Ahluwalia,Clothing,Jammu,Sikkim
M201638,Seshadri Inc,Travel,Gandhidham,Assam
M201639,Kant-Samra,Education,Medininagar,Bihar
M201640,Kaul-Joshi,Recharge,Nagaon,Goa
M201641,Bala-Kalla,Electronics,Gandhidham,Jharkhand
M201642,Kala Inc,Travel,Etawah,Himachal Pradesh
M201643,Ghose-Vyas,Education,Tezpur,Karnataka
M201644,Chandra-Taneja,Recharge,Barasat,Tripura
M201645,"Anne, Gupta and Manne",Education,Cuttack,Rajasthan
M201646,Chaudhari-Vala,Grocery,Jodhpur,Sikkim
M201647,"Singh, Bhasin and Upadhyay",Education,Shivpuri,Madhya Pradesh
M201648,Gaba-Bajwa,Travel,Hazaribagh,Uttar Pradesh
M201649,Ramanathan LLC,Electronics,Visakhapatnam,Kerala
M201650,Kala Group,Food Delivery,Chinsurah,Nagaland
M201651,Krishnamurthy LLC,Grocery,North Dumdum,Maharashtra
M201652,"Ganesh, Sen and Dash",Education,Shimoga,Nagaland
M201653,Tiwari Group,Education,Baranagar,Andhra Pradesh
M201654,"Manda, Goda and Anand",Grocery,Moradabad,Himachal Pradesh
M201655,"Sundaram, Chander and Sarin",Grocery,Erode,Uttar Pradesh
M201656,Bal Ltd,Travel,Bhavnagar,Karnataka
M201657,Mangal Ltd,Electronics,Rajahmundry,Haryana
M201658,Seth-Gala,Clothing,Shimoga,Sikkim
M201659,Sachdeva Group,Food Delivery,Ajmer,Haryana
M201660,Sarraf Inc,Electronics,Bellary,Maharashtra
M201661,Kurian-Sama,,Katihar,Assam
M201662,Ramaswamy and Sons,Electronics,Jalgaon,Tripura
M201663,"Hegde, Shah and Khosla",Food Delivery,Ahmedabad,Telangana
M201664,Mander LLC,Grocery,Agra,Chhattisgarh
M201665,Loke LLC,Education,Mira-Bhayandar,Chhattisgarh
M201666,Gokhale PLC,Clothing,Deoghar,Punjab
M201667,"Jani, Krishnamurthy and Sarin",Recharge,Meerut,Goa
M201668,Wagle-Chandra,Recharge,Rajpur Sonarpur,Assam
M201669,"Varkey, Walia and Sengupta",Food Delivery,Hospet,Manipur
M201670,"Dhar, Acharya and Ramaswamy",Clothing,Satna,Chhattisgarh
M201671,Malhotra Group,Recharge,Serampore,Haryana
M201672,Boase-Kannan,Clothing,Karnal,Karnataka
