Transaction_ID,User_ID,Merchant_ID,Amount,Payment_Mode,Transaction_Status,Transaction_Type,Transaction_Date,Location
T327568,U104588,M200150,162.56,AutoPay,Success,P2P,2024-12-31 07:05:30,Eluru
T327569,U105673,M201993,481.82,Intent,Success,P2P,2024-12-16 23:46:28,Tenali
T327570,U105983,M201429,668.84,QR Code,Success,P2P,2024-03-28 08:23:25,Pune
T327571,U102157,M200174,310.65,QR Code,Success,P2M,2024-02-25 14:08:44,Korba
T327572,U100581,M201078,239.04,UPI,Success,P2P,2024-05-25 18:01:45,Thoothukudi
T327573,U100795,M200778,226.68,Intent,Success,P2M,2024-12-10 07:15:20,Tadepalligudem
T327574,U103197,M201334,273.5,AutoPay,Success,P2P,2024-09-13 15:56:21,Jalna
T327575,U101883,M200153,924.71,AutoPay,Success,P2M,2024-09-22 07:39:44,Tenali
T327576,U103367,M201920,329.43,UPI,Success,P2M,2024-07-17 20:47:01,Singrauli
T327577,U105298,M201523,188.7,Intent,Success,P2P,2024-09-29 08:13:37,Kharagpur
T327578,U106044,M200500,100.64,AutoPay,Success,P2M,2024-03-23 02:56:58,Shivpuri
T327579,U100809,M201213,166.07,AutoPay,Success,P2M,2024-06-28 12:43:12,Kottayam
T327580,U102933,M200505,310.63,UPI,Success,P2M,2024-10-15 03:54:17,Haridwar
T327581,U103268,M200148,396.83,QR Code,Success,P2M,2024-08-06 19:30:16,Pimpri-Chinchwad
T327582,U104868,M200007,485.76,AutoPay,Success,P2P,2024-09-20 12:41:25,Erode
T327583,U105220,M201683,37.03,Intent,Success,P2M,2024-11-07 10:06:00,Tumkur
T327584,U102984,M201708,474.89,AutoPay,Success,P2P,2024-01-09 03:43:08,Hazaribagh
T327585,U100572,M200592,216.93,AutoPay,Success,P2M,2024-02-07 04:58:49,Bhilwara
T327586,U101206,M200590,148.51,Intent,Pending,P2M,2024-04-03 05:01:26,Khora 
T327587,U104904,M200468,201.03,Intent,Success,P2P,2024-02-27 20:06:44,Cuttack
T327588,U104974,M200320,767.32,QR Code,Success,P2M,2024-11-01 00:55:22,Munger
T327589,U103080,M200571,813.01,AutoPay,Success,P2M,2024-11-16 10:20:13,Nellore
T327590,U102460,M200450,54.77,QR Code,Success,P2M,2024-07-06 12:56:54,Bidhannagar
T327591,U101741,M201630,341.28,Intent,Success,P2P,2024-08-28 19:09:45,Jabalpur
T327592,U104005,M201847,376.98,UPI,Pending,P2M,2024-11-29 03:34:36,Nagpur
T327593,U104925,M200127,15.34,UPI,Success,P2M,2024-09-13 02:32:31,Jamalpur
T327594,U102613,M201657,631.27,QR Code,Success,P2M,2024-09-12 11:01:45,Jamshedpur
T327595,U101715,M201310,228.48,AutoPay,Success,P2P,2024-11-26 21:14:40,Pallavaram
T327596,U106247,M200852,270.64,QR Code,Success,P2P,2024-02-09 05:05:41,Bhiwani
T327597,U105245,M200086,470.71,AutoPay,Success,P2P,2024-10-25 11:26:35,Berhampur
T327598,U101569,M201917,316.44,UPI,Success,P2P,2024-11-03 16:57:50,Mango
T327599,U100676,M201104,689.06,UPI,Success,P2P,2024-05-11 02:55:20,Visakhapatnam
T327600,U105040,M200533,453.0,QR Code,Success,P2P,2024-03-31 03:53:12,Haldia
T327601,U101833,M201275,128.11,AutoPay,Success,P2M,2024-08-01 02:25:02,Gaya
T327602,U106413,M200189,1021.99,AutoPay,Success,P2P,2024-08-10 05:44:42,Hubli–Dharwad
T327603,U102513,M200823,121.54,AutoPay,Success,P2M,2024-08-06 01:39:14,Bidar
T327604,U100800,M201621,625.07,AutoPay,Success,P2M,2024-11-12 19:44:42,Ahmednagar
T327605,U101141,M201507,785.61,UPI,Success,P2P,2024-08-22 18:57:08,Jorhat
T327606,U105211,M200378,582.83,UPI,Success,P2P,2024-09-18 22:33:59,Hospet
T327607,U105731,M200455,273.92,UPI,Success,P2M,2024-06-29 00:13:04,Madurai
T327608,U103052,M201902,1051.67,QR Code,Success,P2M,2024-07-14 11:58:11,Tinsukia
T327609,U102031,M201031,198.53,UPI,Success,P2M,2024-11-05 21:25:40,Tadepalligudem
T327610,U101508,M200317,580.9,Intent,Success,P2M,2024-10-27 13:23:45,Medininagar
T327611,U101110,M200333,1050.49,QR Code,Success,P2M,2024-08-08 20:45:31,Sangli-Miraj & Kupwad
T327612,U104329,M200229,84.46,Intent,Success,P2M,2024-08-13 19:43:14,Amravati
T327613,U100912,M200663,528.69,AutoPay,Success,P2P,2024-07-31 11:30:59,Patiala
T327614,U105243,M200507,1156.11,Intent,Success,P2M,2024-05-04 20:59:50,Ujjain
T327615,U105322,M200789,54.4,AutoPay,Success,P2M,2024-09-06 00:27:59,Durgapur
T327616,U101055,M201550,78.77,UPI,Success,P2P,2024-06-11 06:11:00,Miryalaguda
T327617,U106500,M201498,237.61,Intent,Success,P2M,2024-07-16 21:56:29,Dindigul
T327618,U105670,M200923,2584.59,QR Code,Success,P2P,2024-04-14 03:34:31,Pimpri-Chinchwad
T327619,U104189,M201429,126.76,AutoPay,Success,P2P,2024-10-27 08:58:43,Sambhal
T327620,U105641,M201310,196.31,QR Code,Success,P2M,2024-03-06 07:34:23,Nanded
T327621,U101750,M200968,901.2,QR Code,Success,P2M,2024-12-25 02:39:34,Sambalpur
T327622,U103171,M200759,70.06,QR Code,Success,P2M,2024-04-16 01:27:08,Thrissur
T327623,U106387,M201790,2787.22,UPI,Success,P2P,2024-10-20 08:30:39,Shahjahanpur
T327624,U104153,M200445,671.35,QR Code,Success,P2M,2024-09-24 20:13:46,Hosur
T327625,U103012,M201366,1599.17,Intent,Success,P2M,2024-08-28 15:09:13,Etawah
T327626,U103428,M200324,77.97,UPI,Success,P2M,2024-01-15 04:11:53,Visakhapatnam
T327627,U103562,M200876,132.27,AutoPay,Success,P2M,2024-05-07 05:48:46,Berhampur
T327628,U106463,M200166,231.63,AutoPay,Pending,P2P,2024-10-10 09:58:34,Nashik
T327629,U105138,M201616,26.18,QR Code,Success,P2P,2024-06-09 02:41:05,Gandhidham
T327630,U100356,M201319,31.31,AutoPay,Success,P2M,2024-10-08 10:39:47,Nandyal
T327631,U106260,M200580,1170.77,AutoPay,Success,P2P,2024-07-13 11:46:25,Bulandshahr
T327632,U105255,M201206,21.84,Intent,Success,P2P,2024-12-12 22:30:47,Muzaffarnagar
T327633,U104391,M200838,693.07,Intent,Pending,P2M,2024-03-04 12:38:51,Noida
T327634,U104620,M201599,632.29,QR Code,Success,P2M,2024-02-07 05:05:42,Amroha
T327635,U105220,M201799,37.8,QR Code,Failed,P2P,2024-06-02 09:24:24,Bally
T327636,U101617,M201862,103.9,Intent,Success,P2P,2024-07-21 20:15:38,Bidar
T327637,U101623,M201109,303.32,Intent,Success,P2M,2024-05-16 04:00:08,Rampur
T327638,U105224,M201579,513.13,QR Code,Success,P2M,2024-03-21 00:36:53,Haridwar
T327639,U101665,M200805,1130.85,Intent,Success,P2M,2024-02-14 07:50:38,Ramagundam
T327640,U105645,M201908,374.15,QR Code,Success,P2M,2024-12-02 12:54:28,Asansol
T327641,U103199,M201172,1377.31,UPI,Success,P2M,2024-09-16 08:50:28,Mehsana
T327642,U104496,M200771,105.52,UPI,Success,P2P,2024-02-20 06:17:51,Machilipatnam
T327643,U101595,M200927,487.46,AutoPay,Success,P2M,2024-10-08 00:49:56,Saharanpur
T327644,U101989,M201846,931.01,AutoPay,Success,P2M,2024-08-02 23:43:17,Proddatur
T327645,U102786,M200860,132.85,QR Code,Success,P2P,2024-03-14 21:34:22,Bellary
T327646,U100528,M200955,776.87,QR Code,Success,P2P,2024-04-04 23:21:43,Anantapuram
T327647,U102604,M200058,255.65,QR Code,Success,P2M,2024-01-31 04:24:21,Kalyan-Dombivli
T327648,U106693,M200605,3943.19,AutoPay,Success,P2M,2024-03-16 03:44:53,Secunderabad
T327649,U103195,M201858,48.01,Intent,Success,P2P,2024-07-09 00:35:16,Siliguri
T327650,U102407,M200004,402.9,Intent,Success,P2P,2024-03-18 14:26:01,Satara
T327651,U100063,M200082,764.01,AutoPay,Success,P2M,2024-10-16 07:37:50,Rajpur Sonarpur
T327652,U103960,M200839,563.81,UPI,Success,P2P,2024-05-23 03:59:15,Darbhanga
T327653,U102812,M201406,352.19,QR Code,Success,P2P,2024-08-23 02:35:06,Tenali
T327654,U102821,M200548,359.86,QR Code,Success,P2P,2024-11-18 09:23:51,Jhansi
T327655,U104027,M201502,259.96,AutoPay,Success,P2P,2024-05-20 18:08:44,Eluru
T327656,U106767,M201050,209.5,QR Code,Success,P2P,2024-12-13 01:37:07,Sangli-Miraj & Kupwad
T327657,U100101,M200524,450.29,Intent,Success,P2M,2024-12-21 17:35:48,Hubli–Dharwad
T327658,U106704,M201001,689.89,QR Code,Success,P2M,2024-07-11 12:43:18,Bardhaman
T327659,U103348,M201925,163.75,Intent,Success,P2M,2024-11-08 04:07:32,Karnal
T327660,U103298,M201600,1465.15,AutoPay,Success,P2M,2024-07-29 17:18:30,Kalyan-Dombivli
T327661,U103094,M200413,226.92,UPI,Success,P2M,2024-06-20 15:39:01,Ghaziabad
T327662,U102891,M200714,284.56,QR Code,Success,P2M,2024-01-21 03:27:49,Bijapur
T327663,U103135,M200179,264.78,AutoPay,Success,P2M,2024-06-11 06:44:47,Mau
T327664,U101180,M201832,59.02,QR Code,Success,P2M,2024-11-07 17:39:39,Rewa
T327665,U105914,M201487,61.6,Intent,Success,P2P,2024-01-24 02:07:55,Rohtak
T327666,U105509,M200782,793.03,QR Code,Success,P2M,2024-08-25 16:27:07,Begusarai
T327667,U102886,M200900,240.09,AutoPay,Success,P2M,2024-09-18 02:29:53,Pudukkottai
T327668,U102728,M200526,121.67,AutoPay,Success,P2P,2024-02-15 21:46:31,Panihati
T327669,U102692,M200000,614.99,Intent,Success,P2P,2024-01-05 21:56:18,Varanasi
T327670,U100398,M200270,1606.21,QR Code,Success,P2M,2024-10-17 04:57:52,Noida
T327671,U100404,M200483,1380.74,UPI,Pending,P2M,2024-09-29 20:18:29,Jamshedpur
T327672,U102873,M200955,642.6,AutoPay,Success,P2M,2024-08-21 17:12:42,Bhimavaram
T327673,U103268,M201071,106.36,QR Code,Success,P2P,2024-10-11 20:09:33,Guntur
T327674,U102694,M200693,83.67,Intent,Success,P2P,2024-07-02 01:21:37,Siwan
T327675,U102082,M201206,1024.0,AutoPay,Success,P2M,2024-10-30 05:02:07,Anantapur
T327676,U102467,M200839,1645.91,QR Code,Success,P2M,2024-04-24 02:46:41,Hosur
T327677,U104472,M200372,486.85,Intent,Success,P2P,2024-09-24 23:24:09,Firozabad
T327678,U104315,M201749,1157.61,QR Code,Success,P2M,2024-03-02 10:29:06,Chinsurah
T327679,U101921,M200538,843.4,Intent,Success,P2M,2024-10-13 12:15:45,Hindupur
T327680,U103959,M201530,83.63,QR Code,Success,P2P,2024-12-10 20:19:26,Giridih
T327681,U106840,M201761,126.14,UPI,Success,P2P,2024-05-21 23:56:17,Gandhinagar
T327682,U101540,M200669,35.08,QR Code,Success,P2M,2024-08-03 11:16:57,Erode
T327683,U105702,M201995,321.28,Intent,Success,P2P,2024-12-15 09:53:39,Agartala
T327684,U102389,M201529,195.74,UPI,Success,P2P,2024-08-31 22:17:38,Saharanpur
T327685,U104848,M200571,277.6,UPI,Success,P2M,2024-11-28 22:43:46,Singrauli
T327686,U105982,M200065,4.35,AutoPay,Pending,P2P,2024-08-07 19:53:43,Patiala
T327687,U102463,M201709,638.71,AutoPay,Success,P2P,2024-05-28 14:30:52,Tenali
T327688,U103368,M200051,111.93,AutoPay,Success,P2P,2024-04-30 12:35:01,Alappuzha
T327689,U102985,M200469,229.64,Intent,Success,P2P,2024-03-07 05:54:05,Hubli–Dharwad
T327690,U100679,M200242,257.4,Intent,Success,P2M,2024-12-28 06:46:32,Indore
T327691,U100747,M200336,34.27,QR Code,Success,P2P,2024-09-21 03:01:03,Yamunanagar
T327692,U102853,M201826,227.47,UPI,Success,P2M,2024-10-12 12:35:02,Kamarhati
T327693,U101321,M200755,1150.53,Intent,Success,P2M,2024-08-24 02:57:21,Rampur
T327694,U103748,M201144,1118.41,QR Code,Success,P2M,2024-07-24 19:30:24,Bhilai
T327695,U106455,M200553,12.45,QR Code,Success,P2M,2024-03-02 13:43:56,North Dumdum
T327696,U105862,M201719,15.12,Intent,Success,P2M,2024-07-26 01:30:17,Mahbubnagar
T327697,U104150,M201068,450.66,UPI,Success,P2M,2024-09-01 08:19:49,Kolkata
T327698,U104789,M200051,114.6,Intent,Failed,P2P,2024-05-26 18:02:32,Alwar
T327699,U100533,M201174,1143.9,QR Code,Success,P2M,2024-06-10 19:12:52,Thane
T327700,U101818,M200412,329.72,Intent,Pending,P2M,2024-09-23 22:30:43,Bhubaneswar
T327701,U104200,M201564,197.11,AutoPay,Success,P2M,2024-05-12 13:37:15,Ujjain
T327702,U102341,M200568,1531.76,QR Code,Success,P2P,2024-12-26 06:12:54,Cuttack
T327703,U106694,M201521,191.31,Intent,Pending,P2P,2024-03-28 15:26:12,Kishanganj
T327704,U105006,M201810,193.44,Intent,Success,P2P,2024-05-18 03:32:59,Jehanabad
T327705,U102422,M201232,71.41,UPI,Success,P2M,2024-05-18 23:03:02,Tadipatri
T327706,U104545,M200007,125.68,UPI,Success,P2P,2024-11-20 11:45:54,Muzaffarnagar
T327707,U101468,M200945,714.58,AutoPay,Success,P2M,2024-04-04 13:55:09,Nagpur
T327708,U105511,M201414,713.03,QR Code,Success,P2M,2024-08-27 04:16:17,Bahraich
T327709,U104907,M200246,244.37,AutoPay,Success,P2M,2024-03-31 10:44:07,Kolkata
T327710,U104485,M201418,214.91,AutoPay,Success,P2P,2024-11-16 17:39:16,Sonipat
T327711,U101235,M201730,270.98,AutoPay,Success,P2M,2024-07-30 05:09:33,Hosur
T327712,U102714,M200833,178.94,UPI,Success,P2M,2024-01-28 17:06:40,Berhampur
T327713,U101708,M201362,467.98,Intent,Success,P2P,2024-05-05 13:49:29,Tiruchirappalli
T327714,U105840,M200411,905.72,AutoPay,Success,P2P,2024-07-27 03:16:08,Karaikudi
T327715,U101145,M200951,4.71,UPI,Failed,P2P,2024-11-16 06:38:25,Berhampore
T327716,U106284,M201563,1374.49,Intent,Success,P2P,2024-12-09 07:29:00,Amritsar
T327717,U101475,M201368,62.76,Intent,Success,P2M,2024-05-03 05:21:06,Chandrapur
T327718,U103923,M200842,1149.83,QR Code,Success,P2P,2024-07-06 12:33:04,Raipur
T327719,U102921,M201319,133.0,UPI,Success,P2M,2024-06-16 09:40:41,Moradabad
T327720,U101855,M200234,1244.65,AutoPay,Success,P2P,2024-08-28 08:04:56,Nadiad
T327721,U103224,M200641,774.01,QR Code,Success,P2M,2024-07-23 01:48:25,Solapur
T327722,U103964,M200587,156.79,Intent,Success,P2M,2024-11-19 23:10:34,Dehradun
T327723,U105845,M201468,14.34,AutoPay,Success,P2P,2024-07-10 21:12:10,Gandhidham
T327724,U103379,M200232,629.11,AutoPay,Success,P2M,2024-07-10 01:52:23,Jalandhar
T327725,U105679,M200741,862.32,Intent,Success,P2P,2024-04-23 21:01:56,Ghaziabad
T327726,U105415,M201867,569.35,QR Code,Success,P2M,2024-10-07 18:43:48,Junagadh
T327727,U104938,M201905,240.36,QR Code,Success,P2M,2024-10-03 07:51:17,Dindigul
T327728,U101604,M201944,68.13,QR Code,Success,P2M,2024-01-04 19:54:20,Indore
T327729,U106740,M200996,213.13,Intent,Success,P2M,2024-12-21 06:12:44,Siwan
T327730,U105401,M201886,156.39,UPI,Success,P2M,2024-02-11 09:15:31,Motihari
T327731,U103279,M200309,642.03,Intent,Success,P2M,2024-06-11 20:12:37,Varanasi
T327732,U105047,M201936,86.8,Intent,Success,P2M,2024-06-06 15:02:04,Panipat
T327733,U100551,M200943,856.13,AutoPay,Success,P2M,2024-06-28 05:17:08,Nadiad
T327734,U102004,M200907,473.3,Intent,Success,P2P,2024-03-28 01:26:31,Phagwara
T327735,U105215,M200700,329.44,Intent,Success,P2M,2024-04-29 17:13:38,Vasai-Virar
T327736,U106117,M200477,223.32,UPI,Success,P2M,2024-12-10 22:18:14,Ramgarh
T327737,U106516,M201537,354.12,Intent,Pending,P2P,2024-05-15 07:40:28,Bidhannagar
T327738,U106791,M200335,388.43,AutoPay,Failed,P2M,2024-01-15 19:05:39,Cuttack
T327739,U105192,M201600,135.24,QR Code,Success,P2M,2024-11-07 12:46:10,Danapur
T327740,U101836,M200051,2243.9,AutoPay,Success,P2M,2024-09-10 19:16:19,Mumbai
T327741,U105904,M200545,1201.47,UPI,Success,P2P,2024-05-12 23:04:56,Guwahati
T327742,U105800,M200300,247.8,AutoPay,Success,P2M,2024-07-22 20:16:20,Shahjahanpur
T327743,U106476,M201775,146.53,QR Code,Success,P2M,2024-02-29 22:19:09,Berhampore
T327744,U106536,M200640,183.4,QR Code,Success,P2P,2024-12-10 13:41:53,Kochi
T327745,U101124,M201266,1960.22,Intent,Success,P2M,2024-09-24 19:10:40,Bharatpur
T327746,U101382,M200355,261.33,AutoPay,Success,P2M,2024-01-19 07:23:29,Gopalpur
T327747,U101770,M200819,1214.81,AutoPay,Success,P2M,2024-10-30 09:09:12,Pudukkottai
T327748,U103863,M200834,30.42,AutoPay,Success,P2M,2024-03-28 18:15:12,Malegaon
T327749,U103400,M201633,749.84,UPI,Success,P2M,2024-08-17 16:11:18,Dhule
T327750,U105737,M200587,718.01,Intent,Success,P2P,2024-11-24 12:00:52,Bhalswa Jahangir Pur
T327751,U106538,M201847,526.32,UPI,Success,P2M,2024-03-01 08:41:22,Tiruppur
T327752,U100034,M201465,64.55,UPI,Success,P2P,2024-11-17 14:52:33,Miryalaguda
T327753,U102204,M200876,1992.28,QR Code,Success,P2M,2024-05-03 13:08:59,Nashik
T327754,U104999,M200730,119.62,UPI,Success,P2M,2024-06-02 09:12:54,Tiruppur
T327755,U103344,M201841,618.44,QR Code,Success,P2M,2024-04-14 12:23:59,Sultan Pur Majra
T327756,U103014,M201636,696.11,AutoPay,Success,P2M,2024-04-22 07:19:51,Kharagpur
T327757,U104491,M201142,713.39,Intent,Success,P2P,2024-06-11 18:12:54,Mehsana
T327758,U104302,M201432,874.36,QR Code,Success,P2M,2024-12-16 05:25:26,Gorakhpur
T327759,U101780,M201675,2260.6,QR Code,Success,P2M,2024-04-27 12:53:22,Singrauli
T327760,U101628,M201394,50.46,UPI,Success,P2P,2024-10-06 01:41:47,Siwan
T327761,U106764,M200736,319.51,AutoPay,Success,P2M,2024-10-25 16:37:28,Chapra
T327762,U101329,M201790,1841.26,UPI,Success,P2P,2024-10-14 17:53:56,Bhilai
T327763,U105745,M201096,1068.9,QR Code,Success,P2M,2024-04-25 15:53:03,Durg
T327764,U101559,M201472,2334.61,Intent,Success,P2M,2024-06-30 08:30:07,Howrah
T327765,U100804,M200823,436.66,AutoPay,Success,P2M,2024-03-07 22:01:22,Pimpri-Chinchwad
T327766,U102509,M201841,558.67,AutoPay,Success,P2P,2024-10-28 07:31:42,Amaravati
T327767,U104347,M201494,153.13,QR Code,Success,P2P,2024-01-06 15:42:58,Udaipur
T327768,U101290,M200155,306.55,Intent,Success,P2M,2024-12-27 22:25:52,Ujjain
T327769,U104304,M200770,10.59,Intent,Success,P2M,2024-11-03 00:19:39,Kadapa
T327770,U105050,M200933,635.98,UPI,Success,P2M,2024-12-18 20:24:06,Munger
T327771,U102586,M200575,1301.02,Intent,Success,P2M,2024-10-17 19:10:03,Phagwara
T327772,U106123,M201333,59.48,QR Code,Success,P2M,2024-09-24 21:53:51,Danapur
T327773,U104930,M201059,302.91,UPI,Success,P2P,2024-07-21 08:01:48,Uluberia
T327774,U102550,M200247,487.98,AutoPay,Success,P2P,2024-09-15 15:44:30,Pali
T327775,U100955,M201451,500.08,UPI,Success,P2P,2024-08-07 11:36:35,Silchar
T327776,U104609,M201067,183.02,UPI,Success,P2P,2024-06-07 19:58:02,Tirupati
T327777,U100579,M200452,9.99,Intent,Success,P2M,2024-12-04 07:28:02,Firozabad
T327778,U101937,M201142,1093.8,QR Code,Success,P2M,2024-05-22 14:59:35,South Dumdum
T327779,U105267,M201372,48.13,AutoPay,Success,P2M,2024-11-29 23:38:01,Asansol
T327780,U101997,M200692,97.81,QR Code,Success,P2M,2024-09-29 04:56:39,Alappuzha
T327781,U106983,M200908,1645.55,UPI,Success,P2P,2024-01-05 04:15:20,Ambattur
T327782,U101665,M200939,346.95,Intent,Success,P2M,2024-09-24 14:12:40,Bhatpara
T327783,U102130,M201411,1035.88,QR Code,Success,P2P,2024-12-20 20:11:47,Silchar
T327784,U106299,M201093,1136.25,AutoPay,Success,P2P,2024-02-17 12:19:16,Bhind
T327785,U103740,M200946,2275.5,Intent,Success,P2P,2024-12-20 23:14:13,Etawah
T327786,U102500,M201893,20.78,AutoPay,Success,P2P,2024-12-08 06:10:22,Jamshedpur
T327787,U101642,M200453,27.23,AutoPay,Success,P2M,2024-04-26 00:12:52,Singrauli
T327788,U105307,M200266,105.81,UPI,Success,P2P,2024-09-07 08:20:32,Singrauli
T327789,U104712,M200730,534.14,QR Code,Success,P2M,2024-04-18 06:11:03,Sri Ganganagar
T327790,U106767,M201461,151.88,QR Code,Success,P2M,2024-10-09 01:06:49,Bidar
T327791,U101497,M200365,342.22,AutoPay,Success,P2P,2024-10-26 11:36:55,Mumbai
T327792,U104602,M201725,771.73,Intent,Success,P2P,2024-12-28 18:33:29,Kolkata
T327793,U103204,M201791,102.77,Intent,Success,P2P,2024-02-14 16:48:47,Hosur
T327794,U105390,M201210,168.36,UPI,Success,P2P,2024-11-05 13:37:42,Hubli–Dharwad
T327795,U100621,M201250,650.11,UPI,Success,P2M,2024-08-01 06:39:31,Ichalkaranji
T327796,U103144,M200060,3.86,QR Code,Success,P2M,2024-06-27 15:37:10,Mahbubnagar
T327797,U101951,M200167,708.13,AutoPay,Pending,P2M,2024-07-13 08:24:02,Howrah
T327798,U101459,M200131,563.94,QR Code,Success,P2M,2024-02-04 17:20:45,Chandrapur
T327799,U100292,M200154,69.39,UPI,Success,P2M,2024-09-09 22:25:56,Gangtok
T327800,U100654,M200783,139.76,QR Code,Success,P2P,2024-02-14 10:51:46,Dhule
T327801,U102984,M200721,7.76,AutoPay,Success,P2M,2024-12-10 09:10:04,Jehanabad
T327802,U103843,M200006,435.44,QR Code,Success,P2P,2024-09-21 14:02:21,Thane
T327803,U102804,M200522,253.0,AutoPay,Success,P2P,2024-04-17 03:10:47,Anantapur
T327804,U102714,M201735,275.33,Intent,Success,P2M,2024-01-29 01:05:44,Bally
T327805,U106203,M200250,54.45,QR Code,Success,P2M,2024-05-16 21:50:32,Tirupati
T327806,U101621,M201599,217.17,Intent,Success,P2M,2024-04-05 08:36:12,Thrissur
T327807,U106470,M200691,1256.64,UPI,Success,P2P,2024-09-03 05:25:45,Jalna
T327808,U104014,M201663,33.46,UPI,Success,P2P,2024-12-18 09:57:30,Jabalpur
T327809,U103253,M201285,1843.6,AutoPay,Success,P2M,2024-02-24 18:25:03,Nandyal
T327810,U102846,M200119,941.97,UPI,Success,P2M,2024-09-12 15:16:59,Kirari Suleman Nagar
T327811,U104880,M200047,113.44,Intent,Success,P2M,2024-12-25 01:21:14,Rohtak
T327812,U104862,M201092,611.11,AutoPay,Success,P2M,2024-11-13 01:11:30,Nagpur
T327813,U103505,M201912,47.68,AutoPay,Success,P2P,2024-11-22 18:43:23,Sikar
T327814,U100518,M201285,86.98,AutoPay,Success,P2P,2024-06-06 12:34:14,Barasat
T327815,U102685,M200741,334.68,UPI,Success,P2M,2024-02-04 11:04:49,Surendranagar Dudhrej
T327816,U106226,M201787,255.79,AutoPay,Success,P2P,2024-08-16 09:58:19,Chandigarh
T327817,U100027,M201468,843.78,AutoPay,Success,P2P,2024-07-24 07:00:42,Ajmer
T327818,U100265,M201985,1400.53,Intent,Success,P2M,2024-07-17 04:10:41,Tiruppur
T327819,U101306,M201502,1430.74,AutoPay,Success,P2M,2024-11-11 04:09:35,Guwahati
T327820,U106540,M201254,79.5,QR Code,Success,P2M,2024-02-09 08:54:48,Sangli-Miraj & Kupwad
T327821,U104053,M200223,579.54,AutoPay,Success,P2M,2024-01-13 12:05:43,Dhule
T327822,U106906,M200456,422.9,AutoPay,Success,P2P,2024-09-01 01:32:08,Bahraich
T327823,U105075,M200718,231.2,Intent,Success,P2P,2024-08-21 14:42:16,Chandrapur
T327824,U105819,M200852,2632.3,QR Code,Success,P2P,2024-12-29 00:29:11,Chapra
T327825,U103454,M201389,304.44,UPI,Success,P2M,2024-01-12 18:39:22,Rajpur Sonarpur
T327826,U100810,M200948,547.31,QR Code,Success,P2P,2024-12-08 17:37:35,Ghaziabad
T327827,U104676,M200027,349.42,AutoPay,Success,P2M,2024-05-04 04:03:47,Mumbai
T327828,U103390,M200876,54.3,QR Code,Success,P2M,2024-03-26 09:49:44,Kharagpur
T327829,U105957,M201754,76.05,UPI,Success,P2M,2024-11-28 01:10:58,Patiala
T327830,U100610,M200900,693.43,QR Code,Success,P2M,2024-11-26 09:44:28,Adoni
T327831,U104288,M200848,808.95,QR Code,Success,P2M,2024-09-14 23:04:56,Nizamabad
T327832,U102274,M200100,226.14,AutoPay,Failed,P2M,2024-08-21 13:37:12,Guwahati
T327833,U104546,M200057,34.65,Intent,Success,P2P,2024-07-06 15:07:32,Sonipat
T327834,U105301,M201047,1573.34,AutoPay,Success,P2P,2024-02-18 23:23:11,Bidar
T327835,U105027,M200414,343.65,AutoPay,Success,P2P,2024-08-19 18:31:24,Bettiah
T327836,U105446,M201250,72.02,QR Code,Success,P2P,2024-07-14 18:42:13,Tiruchirappalli
T327837,U105724,M201192,110.61,UPI,Success,P2M,2024-06-14 14:36:20,Danapur
T327838,U106798,M201512,23.21,Intent,Success,P2M,2024-05-14 18:00:24,Tirunelveli
T327839,U100202,M201269,618.69,AutoPay,Failed,P2M,2024-05-14 06:06:26,Shimla
T327840,U100401,M201859,608.86,QR Code,Success,P2P,2024-09-23 16:48:54,Parbhani
T327841,U102027,M201747,461.29,AutoPay,Success,P2P,2024-06-05 13:27:01,Varanasi
T327842,U105763,M200362,395.16,UPI,Success,P2M,2024-01-08 19:20:22,Silchar
T327843,U106615,M201488,240.22,AutoPay,Success,P2P,2024-03-24 02:33:23,Rohtak
T327844,U103850,M201453,1504.24,Intent,Success,P2M,2024-06-09 00:14:20,Amritsar
T327845,U105765,M201801,806.02,Intent,Success,P2M,2024-10-08 21:18:45,Malegaon
T327846,U100889,M200420,1190.93,QR Code,Success,P2M,2024-01-27 05:52:07,Malegaon
T327847,U100178,M201940,186.74,AutoPay,Success,P2M,2024-05-21 03:20:39,Bhalswa Jahangir Pur
T327848,U105817,M200020,1914.85,Intent,Failed,P2P,2024-08-10 03:00:44,North Dumdum
T327849,U101979,M200635,90.37,AutoPay,Success,P2P,2024-07-18 15:18:59,Madurai
T327850,U102510,M201392,28.96,Intent,Success,P2P,2024-06-30 18:29:38,Panchkula
T327851,U102882,M200463,192.71,UPI,Success,P2M,2024-01-23 12:04:50,Kanpur
T327852,U103984,M200096,112.38,UPI,Success,P2P,2024-03-11 21:49:57,Guntakal
T327853,U106752,M201673,364.41,Intent,Success,P2P,2024-04-29 15:59:08,Gwalior
T327854,U105665,M201515,215.54,Intent,Success,P2M,2024-03-24 02:44:12,Moradabad
T327855,U105021,M201873,94.22,AutoPay,Success,P2M,2024-12-06 17:02:33,Vellore
T327856,U105522,M201376,929.78,AutoPay,Success,P2M,2024-01-12 02:39:40,Gurgaon
T327857,U102044,M201628,354.61,Intent,Success,P2M,2024-07-29 23:48:19,Mango
T327858,U105512,M201118,58.0,Intent,Success,P2M,2024-08-23 08:58:07,Ambattur
T327859,U102983,M200023,39.16,AutoPay,Success,P2M,2024-12-04 15:21:46,Tumkur
